Date,Open,High,Low,Close,Adj Close,Volume,,,,,,,
5/20/22,111.449997,114.040001,110.849998,113.230003,113.230003,229930,,,,,,,
5/23/22,110.559998,111.959999,109.150002,110.290001,110.290001,215623,,,,,,,
5/24/22,110.410004,111.43,108.610001,109.769997,109.769997,224794,,,,,,,
5/25/22,110.389999,111.68,109.230003,110.330002,110.330002,191370,,,,,,,
5/26/22,110.690002,114.830002,110.269997,114.089996,114.089996,234752,,,,,,,
5/27/22,114.199997,115.300003,112.849998,115.07,115.07,217281,,,,,,,
5/30/22,114.579998,117.640003,113.5,114.869999,114.869999,329038.5,,,,,,,
5/30/22,114.579998,117.640003,113.5,114.869999,114.869999,329038.5,,,,,,,
5/31/22,114.959999,119.980003,114.150002,114.669998,114.669998,440796,,,,,,,
6/1/22,115.400002,117.870003,114.580002,115.260002,115.260002,290530,,,,,,,
6/2/22,114.800003,117.769997,111.199997,116.870003,116.870003,327600,,,,,,,
6/3/22,117.550003,120.459999,115.230003,118.870003,118.870003,240831,,,,,,,
6/4/22,119.1850015,120.7249985,116.43,118.6850015,118.6850015,243828,,,,,,,
6/6/22,120.82,120.989998,117.629997,118.5,118.5,246825,,,,,,,
6/7/22,119.099998,120.360001,117.139999,119.410004,119.410004,341694,,,,,,,
6/8/22,119.790001,123.18,119.300003,122.110001,122.110001,340591,,,,,,,
6/9/22,122.43,122.720001,120.790001,121.510002,121.510002,293295,,,,,,,
6/10/22,121.459999,122.75,118.330002,120.669998,120.669998,352906,,,,,,,
6/13/22,120.190002,122.25,117.470001,120.93,120.93,372403,,,,,,,
6/14/22,121.089996,123.68,116.620003,118.93,118.93,366320,,,,,,,
6/15/22,119.07,119.610001,114.599998,115.309998,115.309998,301750,,,,,,,
6/16/22,115.980003,118.080002,112.309998,117.589996,117.589996,162543,,,,,,,
6/17/22,117.080002,118.970001,108.25,109.559998,109.559998,103149,,,,,,,
6/19/22,#N/A,,,,,,,,,,,,
6/20/22,#N/A,,,,,,,,,,,,
6/21/22,110.580002,112.470001,108.720001,110.650002,110.650002,427262,,,,,,,
6/22/22,109.540001,109.760002,101.529999,106.190002,106.190002,432724,,,,,,,
6/23/22,104.419998,107.050003,102.32,104.269997,104.269997,346362,,,,,,,
6/24/22,103.989998,108.580002,103.639999,107.620003,107.620003,321591,,,,,,,
6/27/22,107.220001,110.540001,105.599998,109.57,109.57,282914,,,,,,,
6/28/22,110.18,112.220001,109.620003,111.760002,111.760002,306748,,,,,,,
6/29/22,111.860001,114.050003,109.220001,109.779999,109.779999,322060,,,,,,,
6/30/22,109.699997,110.449997,105.099998,105.760002,105.760002,362890,,,,,,,
7/1/22,106.010002,109.339996,104.559998,108.43,108.43,305338,,,,,,,
7/4/22,#N/A,,,,,,,,,,,,
7/5/22,108.800003,111.449997,97.43,99.5,99.5,594215,,,,,,,
7/6/22,100.360001,102.139999,95.099998,98.529999,98.529999,444106,,,,,,,
7/7/22,98.220001,104.480003,96.57,102.730003,102.730003,379861,,,,,,,
7/8/22,102.220001,105.239998,101.510002,104.790001,104.790001,327461,,,,,,,
7/11/22,104.790001,105.050003,100.889999,104.089996,104.089996,348566,,,,,,,
7/12/22,103.459999,103.489998,95.349998,95.839996,95.839996,398552,,,,,,,
7/13/22,95.889999,97.959999,93.669998,96.300003,96.300003,347193,,,,,,,
7/14/22,96.57,97,90.559998,95.779999,95.779999,387528,,,,,,,
7/15/22,96.389999,99.029999,94.57,97.589996,97.589996,240766,,,,,,,
7/18/22,97.269997,102.800003,95.849998,102.599998,102.599998,84669,,,,,,,
7/19/22,102,104.459999,99.849998,104.220001,104.220001,63149,,,,,,,
7/20/22,103.599998,104.389999,101.510002,102.260002,102.260002,315620,,,,,,,
7/21/22,99.910004,99.989998,94.589996,96.349998,96.349998,318911,,,,,,,
7/22/22,96.510002,97.949997,94.230003,94.699997,94.699997,307568,,,,,,,
7/25/22,95.099998,96.940002,93.010002,96.699997,96.699997,278998,,,,,,,
7/26/22,96.330002,99,94.760002,94.980003,94.980003,310043,,,,,,,
7/27/22,95.599998,98.589996,94.300003,97.260002,97.260002,321903,,,,,,,
7/28/22,98.169998,99.839996,96.040001,96.419998,96.419998,318403,,,,,,,
7/29/22,97.300003,101.879997,96.410004,98.620003,98.620003,349374,,,,,,,
8/1/22,98.459999,98.650002,92.419998,93.889999,93.889999,365293,,,,,,,
8/2/22,93.75,96.470001,92.589996,94.419998,94.419998,328538,,,,,,,
8/3/22,93.830002,96.57,90.379997,90.660004,90.660004,395099,,,,,,,
8/4/22,90.949997,91.900002,87.550003,88.540001,88.540001,334931,,,,,,,
8/5/22,88.059998,90.760002,87.010002,89.010002,89.010002,350016,,,,,,,
8/8/22,88.459999,90.889999,87.220001,90.760002,90.760002,340157,,,,,,,
8/9/22,90.690002,92.650002,89.050003,90.5,90.5,347045,,,,,,,
8/10/22,90.510002,92.43,87.660004,91.93,91.93,383766,,,,,,,
8/11/22,91.550003,95.050003,91.239998,94.339996,94.339996,341234,,,,,,,
8/12/22,94.089996,94.809998,91.160004,92.089996,92.089996,264953,,,,,,,
8/15/22,91.940002,92.099998,86.82,89.410004,89.410004,275443,,,,,,,
8/16/22,87.93,90.650002,85.730003,86.529999,86.529999,305366,,,,,,,
8/17/22,87.099998,89.160004,85.879997,88.110001,88.110001,230346,,,,,,,
8/18/22,87.389999,91.459999,87.32,90.5,90.5,80029,,,,,,,
8/19/22,90.389999,92.089996,88.379997,90.769997,90.769997,58714,,,,,,,
8/22/22,89.650002,91.260002,86.599998,90.230003,90.230003,352665,,,,,,,
8/23/22,90.550003,94.220001,90.419998,93.739998,93.739998,285607,,,,,,,
8/24/22,93.779999,95.400002,92.790001,94.889999,94.889999,320388,,,,,,,
8/25/22,95.349998,95.760002,92.290001,92.519997,92.519997,279877,,,,,,,
8/26/22,93.059998,94.019997,91.080002,93.059998,93.059998,288392,,,,,,,
8/29/22,92.959999,97.370003,92.290001,97.010002,97.010002,283463,,,,,,,
8/30/22,96.900002,97.660004,90.540001,91.639999,91.639999,386272,,,,,,,
8/31/22,92.309998,92.730003,88.269997,89.550003,89.550003,344147,,,,,,,
9/1/22,88.830002,89.629997,85.980003,86.610001,86.610001,305106,,,,,,,
9/2/22,86.559998,89.660004,86.349998,86.870003,86.870003,277533,,,,,,,
9/5/22,86.699997,90.0250015,86.264999,86.875,86.875,348894,,,,,,,
9/5/22,86.699997,90.0250015,86.264999,86.875,86.875,348894,,,,,,,
9/6/22,86.839996,90.389999,86.18,86.879997,86.879997,420255,,,,,,,
9/7/22,86.93,87.760002,81.5,81.940002,81.940002,380781,,,,,,,
9/8/22,81.910004,84.25,81.199997,83.540001,83.540001,342763,,,,,,,
9/9/22,82.800003,87.199997,82.709999,86.790001,86.790001,305188,,,,,,,
9/12/22,86.25,89.099998,85.160004,87.779999,87.779999,275104,,,,,,,
9/13/22,88.089996,89.309998,85.059998,87.309998,87.309998,347998,,,,,,,
9/14/22,87.940002,90.190002,86.18,88.480003,88.480003,335381,,,,,,,
9/15/22,88.910004,89.150002,84.529999,85.099998,85.099998,235358,,,,,,,
9/16/22,85.160004,86.589996,84.269997,85.110001,85.110001,87829,,,,,,,
9/19/22,85.209999,86.220001,82.099998,85.730003,85.730003,59626,,,,,,,
9/20/22,85.610001,86.449997,83.519997,84.449997,84.449997,279813,,,,,,,
9/21/22,84.25,86.68,82.489998,82.940002,82.940002,339683,,,,,,,
9/22/22,83.07,86,82.400002,83.489998,83.489998,303492,,,,,,,
9/23/22,83.540001,83.919998,78.040001,78.739998,78.739998,334271,,,,,,,
9/26/22,79.230003,80.309998,76.25,76.709999,76.709999,280927,,,,,,,
9/27/22,76.470001,79.510002,76.419998,78.5,78.5,283614,,,,,,,
9/28/22,78.080002,82.339996,76.550003,82.150002,82.150002,324678,,,,,,,
9/29/22,81.900002,82.940002,80.339996,81.230003,81.230003,286126,,,,,,,
9/30/22,81.739998,82.559998,79.139999,79.489998,79.489998,253154,,,,,,,
10/3/22,81.019997,84.559998,80.870003,83.629997,83.629997,287168,,,,,,,
10/4/22,83.220001,86.980003,83.220001,86.519997,86.519997,302549,,,,,,,
10/5/22,86.370003,88.419998,85.419998,87.760002,87.760002,329790,,,,,,,
10/6/22,88.080002,89.07,87.040001,88.449997,88.449997,235296,,,,,,,
10/7/22,88.93,93.309998,88,92.639999,92.639999,429162,,,,,,,
10/10/22,93.480003,93.639999,90.540001,91.129997,91.129997,289508,,,,,,,
10/10/22,93.480003,93.639999,90.540001,91.129997,91.129997,289508,,,,,,,
10/11/22,91.139999,91.349998,87.910004,89.349998,89.349998,333158,,,,,,,
10/12/22,88.669998,90.07,86.279999,87.269997,87.269997,332271,,,,,,,
10/13/22,87.080002,89.660004,85.559998,89.110001,89.110001,298032,,,,,,,
10/14/22,89.269997,89.730003,85.199997,85.610001,85.610001,237026,,,,,,,
10/17/22,85.589996,87.120003,84.610001,85.459999,85.459999,172020,,,,,,,
10/18/22,85.699997,86.510002,82.089996,82.82,82.82,97304,,,,,,,
10/19/22,83.690002,86.199997,82.589996,85.550003,85.550003,71309,,,,,,,
10/20/22,85.940002,88.169998,85.220001,85.980003,85.980003,338344,,,,,,,
10/21/22,85.07,85.900002,83.150002,85.050003,85.050003,272803,,,,,,,
10/24/22,85.239998,85.919998,82.629997,84.580002,84.580002,250726,,,,,,,
10/25/22,84.879997,86.029999,83.059998,85.32,85.32,240441,,,,,,,
10/26/22,85.07,88.410004,84.139999,87.910004,87.910004,287182,,,,,,,
10/27/22,88.260002,89.790001,87.330002,89.080002,89.080002,292556,,,,,,,
10/28/22,88.669998,88.760002,87.080002,87.900002,87.900002,263404,,,,,,,
10/31/22,88.389999,88.650002,85.300003,86.529999,86.529999,285342,,,,,,,
11/1/22,86.43,89.449997,85.919998,88.370003,88.370003,274321,,,,,,,
11/2/22,88.620003,90.360001,87.720001,90,90,280961,,,,,,,
11/3/22,89.349998,89.669998,87.599998,88.169998,88.169998,239816,,,,,,,
11/4/22,87.900002,92.870003,87.82,92.610001,92.610001,354060,,,,,,,
11/7/22,91,93.739998,90.400002,91.790001,91.790001,322419,,,,,,,
11/8/22,91.870003,92.169998,88.519997,88.910004,88.910004,344223,,,,,,,
11/9/22,88.57,89.239998,85.5,85.830002,85.830002,388301,,,,,,,
11/10/22,85.849998,87.349998,84.699997,86.470001,86.470001,340007,,,,,,,
11/11/22,86.269997,90.099998,86.18,88.959999,88.959999,301664,,,,,,,
11/11/22,86.269997,90.099998,86.18,88.959999,88.959999,301664,,,,,,,
11/14/22,89.019997,89.839996,85.150002,85.870003,85.870003,315450,,,,,,,
11/15/22,85.25,88.68,84.059998,86.919998,86.919998,331709,,,,,,,
11/16/22,86.889999,87.510002,84.199997,85.589996,85.589996,225668,,,,,,,
11/17/22,85.220001,85.449997,81.400002,81.639999,81.639999,138476,,,,,,,
11/18/22,82.089996,82.639999,77.239998,80.080002,80.080002,96583,,,,,,,
11/21/22,80.300003,80.300003,75.080002,79.730003,79.730003,475104,,,,,,,
11/22/22,80.220001,82.360001,79.849998,80.949997,80.949997,269615,,,,,,,
11/23/22,81.080002,81.949997,76.830002,77.940002,77.940002,379145,,,,,,,
11/24/22,79.295002,80.9249995,76.5250015,77.1100005,77.1100005,322798,,,,,,,
11/24/22,79.295002,80.9249995,76.5250015,77.1100005,77.1100005,322798,,,,,,,
11/25/22,77.510002,79.900002,76.220001,76.279999,76.279999,266451,,,,,,,
11/28/22,75.93,77.839996,73.599998,77.239998,77.239998,405033,,,,,,,
11/29/22,76.540001,79.650002,76.290001,78.199997,78.199997,381869,,,,,,,
11/30/22,79,81.379997,78.400002,80.550003,80.550003,287534,,,,,,,
12/1/22,80.400002,83.339996,79.93,81.220001,81.220001,321432,,,,,,,
12/2/22,81.470001,82.220001,79.650002,79.980003,79.980003,280235,,,,,,,
12/5/22,79.989998,82.720001,76.769997,76.93,76.93,346657,,,,,,,
12/6/22,77.349998,77.879997,73.410004,74.25,74.25,380598,,,,,,,
12/7/22,74.550003,75.379997,71.75,72.010002,72.010002,392236,,,,,,,
12/8/22,72.379997,75.440002,71.120003,71.459999,71.459999,474459,,,,,,,
12/9/22,71.849998,72.919998,70.080002,71.019997,71.019997,356722,,,,,,,
12/12/22,71.790001,73.989998,70.25,73.169998,73.169998,323553,,,,,,,
12/13/22,73.290001,76.370003,73.209999,75.389999,75.389999,352858,,,,,,,
12/14/22,75.269997,77.75,74.900002,77.279999,77.279999,292488,,,,,,,
12/15/22,77.370003,77.769997,75.330002,76.110001,76.110001,224663,,,,,,,
12/16/22,76.370003,76.57,73.330002,74.290001,74.290001,99205,,,,,,,
12/19/22,74.5,76.410004,73.809998,75.190002,75.190002,69348,,,,,,,
12/20/22,75.699997,76.75,74.309998,76.089996,76.089996,254792,,,,,,,
12/21/22,75.989998,78.610001,75.800003,78.290001,78.290001,234624,,,,,,,
12/22/22,78.43,79.900002,77.029999,77.489998,77.489998,219142,,,,,,,
12/23/22,78.18,80.330002,77.980003,79.559998,79.559998,237711,,,,,,,
12/25/22,#N/A,,,,,,,,,,,,
12/26/22,79.040001,80.755001,78.5700035,79.5449985,79.5449985,218656,,,,,,,
12/26/22,79.040001,80.755001,78.5700035,79.5449985,79.5449985,218656,,,,,,,
12/27/22,79.900002,81.18,79.160004,79.529999,79.529999,199601,,,,,,,
12/28/22,79.889999,79.919998,77.300003,78.959999,78.959999,207717,,,,,,,
12/29/22,78.82,78.82,76.790001,78.400002,78.400002,199858,,,,,,,
12/30/22,78.730003,80.669998,77.709999,80.260002,80.260002,205909,,,,,,,
1/1/23,#N/A,,,,,,,,,,,,
1/2/23,#N/A,,,,,,,,,,,,
1/3/23,80.57,81.5,76.599998,76.93,76.93,338520,,,,,,,
1/4/23,77.25,77.419998,72.730003,72.839996,72.839996,352434,,,,,,,
1/5/23,73.25,74.919998,72.459999,73.669998,73.669998,300731,,,,,,,
1/6/23,73.970001,75.470001,73.239998,73.769997,73.769997,258128,,,,,,,
1/9/23,73.470001,76.739998,73.470001,74.629997,74.629997,329290,,,,,,,
1/10/23,74.860001,75.919998,73.839996,75.120003,75.120003,307430,,,,,,,
1/11/23,74.779999,77.839996,74.309998,77.410004,77.410004,350891,,,,,,,
1/12/23,77.699997,79.160004,77.099998,78.389999,78.389999,307705,,,,,,,
1/13/23,78.32,80.110001,77.970001,79.860001,79.860001,283539,,,,,,,
1/16/23,79.209999,80.670002,78.25,80.0200005,80.0200005,297907,,,,,,,
1/16/23,79.209999,80.670002,78.25,80.0200005,80.0200005,297907,,,,,,,
1/17/23,80.099998,81.230003,78.529999,80.18,80.18,312275,,,,,,,
1/18/23,80.970001,82.379997,78.940002,79.480003,79.480003,92549,,,,,,,
1/19/23,79.139999,81.18,78.129997,80.330002,80.330002,58863,,,,,,,
1/20/23,80.599998,81.639999,79.690002,81.309998,81.309998,300145,,,,,,,
1/23/23,81.790001,82.639999,81.050003,81.620003,81.620003,297076,,,,,,,
1/24/23,81.620003,82.220001,79.660004,80.129997,80.129997,288207,,,,,,,
1/25/23,80.260002,81.230003,79.449997,80.150002,80.150002,297234,,,,,,,
1/26/23,80.480003,82.139999,79.919998,81.010002,81.010002,291060,,,,,,,
1/27/23,81.220001,82.480003,79.040001,79.68,79.68,367588,,,,,,,
1/30/23,80.040001,80.489998,77.660004,77.900002,77.900002,327426,,,,,,,
1/31/23,77.910004,79.25,76.550003,78.870003,78.870003,312734,,,,,,,
2/1/23,79.059998,79.730003,76.050003,76.410004,76.410004,360859,,,,,,,
2/2/23,76.790001,77.239998,74.970001,75.879997,75.879997,339755,,,,,,,
2/3/23,75.919998,78,73.099998,73.389999,73.389999,413414,,,,,,,
2/6/23,73.230003,74.510002,72.25,74.110001,74.110001,380028,,,,,,,
2/7/23,74.57,77.599998,74.349998,77.139999,77.139999,408279,,,,,,,
2/8/23,77.489998,78.57,77.080002,78.470001,78.470001,353468,,,,,,,
2/9/23,78.449997,78.839996,76.519997,78.059998,78.059998,324156,,,,,,,
2/10/23,77.68,80.330002,77.470001,79.720001,79.720001,356062,,,,,,,
2/13/23,79.940002,80.620003,78.449997,80.139999,80.139999,301299,,,,,,,
2/14/23,79.059998,79.610001,77.459999,79.059998,79.059998,299938,,,,,,,
2/15/23,78.830002,79.150002,77.25,78.589996,78.589996,264486,,,,,,,
2/16/23,78.540001,79.540001,77.919998,78.489998,78.489998,117600,,,,,,,
2/17/23,78.07,78.25,75.059998,76.339996,76.339996,93267,,,,,,,
2/20/23,77.2999995,77.880001,75.375,76.25,76.25,247809,,,,,,,
2/20/23,77.2999995,77.880001,75.375,76.25,76.25,247809,,,,,,,
2/21/23,76.529999,77.510002,75.690002,76.160004,76.160004,402351,,,,,,,
2/22/23,76.110001,76.550003,73.800003,73.949997,73.949997,332018,,,,,,,
2/23/23,73.919998,75.989998,73.830002,75.389999,75.389999,333838,,,,,,,
2/24/23,75.599998,76.629997,74.089996,76.32,76.32,329254,,,,,,,
2/27/23,76.419998,76.82,74.989998,75.68,75.68,266091,,,,,,,
2/28/23,75.760002,77.830002,75.550003,77.050003,77.050003,300093,,,,,,,
3/1/23,76.849998,77.849998,76.120003,77.690002,77.690002,342121,,,,,,,
3/2/23,77.739998,78.589996,77.230003,78.160004,78.160004,260331,,,,,,,
3/3/23,77.889999,79.900002,75.830002,79.68,79.68,374201,,,,,,,
3/6/23,79.919998,80.629997,78.32,80.459999,80.459999,292351,,,,,,,
3/7/23,80.5,80.940002,77.059998,77.580002,77.580002,398241,,,,,,,
3/8/23,77.32,77.730003,76.110001,76.660004,76.660004,335930,,,,,,,
3/9/23,76.5,78.059998,75.43,75.720001,75.720001,349960,,,,,,,
3/10/23,75.650002,77.110001,74.769997,76.68,76.68,371834,,,,,,,
3/13/23,76.599998,77.470001,72.300003,74.800003,74.800003,457423,,,,,,,
3/14/23,74.699997,74.900002,70.779999,71.330002,71.330002,432858,,,,,,,
3/15/23,71.559998,72.559998,65.650002,67.610001,67.610001,555164,,,,,,,
3/16/23,68.220001,69.379997,65.709999,68.349998,68.349998,327120,,,,,,,
3/17/23,68.260002,69.639999,65.169998,66.739998,66.739998,152255,,,,,,,
3/20/23,66.620003,67.699997,64.120003,67.639999,67.639999,76873,,,,,,,
3/21/23,67.620003,69.599998,66.769997,69.330002,69.330002,409495,,,,,,,
3/22/23,69.480003,71.309998,68.889999,70.900002,70.900002,337639,,,,,,,
3/23/23,69.949997,71.669998,69.139999,69.959999,69.959999,335241,,,,,,,
3/24/23,69.510002,70.379997,66.82,69.260002,69.260002,380852,,,,,,,
3/27/23,69.419998,73.099998,69.129997,72.809998,72.809998,353598,,,,,,,
3/28/23,72.860001,73.93,72.190002,73.199997,73.199997,328472,,,,,,,
3/29/23,73.610001,74.370003,72.760002,72.970001,72.970001,312669,,,,,,,
3/30/23,72.980003,74.629997,72.610001,74.370003,74.370003,269743,,,,,,,
3/31/23,74.370003,75.720001,73.769997,75.669998,75.669998,304361,,,,,,,
4/3/23,80.099998,81.690002,79,80.419998,80.419998,547126,,,,,,,
4/4/23,80.440002,81.809998,79.610001,80.709999,80.709999,343570,,,,,,,
4/5/23,81.010002,81.239998,79.720001,80.610001,80.610001,254974,,,,,,,
4/6/23,80.370003,80.959999,79.650002,80.699997,80.699997,0,,,,,,,
4/7/23,80.4350015,81.09,79.6300015,80.2199975,80.2199975,132453,,,,,,,
4/10/23,80.5,81.220001,79.610001,79.739998,79.739998,264906,,,,,,,
4/11/23,79.879997,81.589996,79.370003,81.529999,81.529999,309683,,,,,,,
4/12/23,81.440002,83.529999,81.279999,83.260002,83.260002,356133,,,,,,,
4/13/23,83.220001,83.440002,82.110001,82.160004,82.160004,261230,,,,,,,
4/14/23,82.400002,83.120003,81.760002,82.519997,82.519997,275129,,,,,,,
4/17/23,82.480003,82.709999,80.470001,80.830002,80.830002,217048,,,,,,,
4/18/23,81,81.480003,79.870003,80.860001,80.860001,96290,,,,,,,
4/19/23,80.919998,81.18,78.459999,79.160004,79.160004,78310,,,,,,,
4/20/23,78.870003,78.889999,76.970001,77.290001,77.290001,361413,,,,,,,
4/21/23,77.129997,78.389999,76.720001,77.870003,77.870003,291114,,,,,,,
4/24/23,77.970001,79.18,76.720001,78.760002,78.760002,306720,,,,,,,
4/25/23,78.739998,79.07,76.5,77.07,77.07,361646,,,,,,,
4/26/23,77.080002,77.93,74.050003,74.300003,74.300003,497778,,,,,,,
4/27/23,74.379997,75.279999,74.029999,74.760002,74.760002,345880,,,,,,,
4/28/23,74.910004,76.919998,73.93,76.779999,76.779999,328399,,,,,,,
5/1/23,76.660004,76.690002,74.529999,75.660004,75.660004,215017,,,,,,,
5/2/23,75.760002,76.110001,71.419998,71.660004,71.660004,417820,,,,,,,
